subject ROI    y     x
HMN099 SGC 0.1181 17.05
HMN101 SGC 0.1062 14.64
HMN102 SGC 0.5459 12.37
HMN103 SGC 0.2717 15.93
HMN104 SGC 0.1395 18.43
HMN105 SGC -0.1809 16.71
HMN108 SGC 0.2156 18.05
HMN109 SGC 0.1363 13.95
HMN110 SGC 0.0242 15.67
HMN111 SGC -0.275 13.93
HMN113 SGC 0.1834 18.98
HMN114 SGC -0.1234 18.68
HMN115 SGC 0.1963 17.33
HMN116 SGC 0.1101 15.93
HMN117 SGC -0.1662 18.86
HMN118 SGC 0.2146 14.6
HMN119 SGC 0.0331 15.48
HMN120 SGC 0.1642 14.95
HMN121 SGC 0.2774 17.86
HMN122 SGC 0.033 19
HMN123 SGC -0.321 16.32
HMN124 SGC 0.0631 18
HMN125_W2 SGC -0.0545 18.26
HMN126 SGC 0.1627 12.98
HMN127 SGC 0.005 16.74
HMN129_W2 SGC -0.1096 14.29
HMN130 SGC -0.017 14.8
HMN134 SGC 0.1398 13.07
HMN136 SGC -0.0463 16.07
HMN138 SGC 0.2093 17.39
HMN140 SGC 0.1659 14.1
HMN143 SGC 0.039 18.68
HMN144 SGC -0.0105 16.24
HMN161_W2 SGC 0.1293 16.14
HMN167 SGC 0.1598 16.12
HMN169 SGC -0.0467 16.55
HMN172 SGC -0.0092 16.24
HMN174 SGC 0.0453 18
HMN175 SGC 0.3322 19.79
HMN178 SGC 0.1425 16.95
HMN180 SGC 0.1328 16.86
HMN182 SGC -0.044 17.95
HMN183 SGC 0.1426 18.6
HMN184 SGC -0.0122 17.12
HMN186 SGC 0.1609 17.07
HMN187 SGC -0.1196 19.6
HMN188 SGC 0.1533 18.1
HMN189 SGC 0.1816 16.74
HMN190 SGC 0.0211 17.33
HMN191 SGC -0.066 17.98
HMN193 SGC -0.0774 11.4
HMN194 SGC 0.0233 18.93
HMN196 SGC 0.3702 19.31
HMN197 SGC -0.0129 18
HMN199 SGC 0.2291 15.26
HMN201 SGC 0.253 17.21
HMN001 PCC 0.1741 17.76
HMN002 PCC 0.2717 17.05
HMN003 PCC 0.4398 15.81
HMN004 PCC -0.0982 15.19
HMN005 PCC 0.4229 17.31
HMN006 PCC 0.226 19.9
HMN007 PCC 0.2899 16.76
HMN008 PCC 0.0144 19.48
HMN011 PCC 0.3092 16.88
HMN012 PCC 0.5435 19.29
HMN013 PCC 0.3507 19.62
HMN014 PCC 0.3116 17.48
HMN018 PCC 0.0966 17.95
HMN019 PCC 0.4025 19.07
HMN020 PCC 0.2417 17.33
HMN021 PCC -0.1922 18.19
HMN023 PCC 0.7152 19.57
HMN024 PCC 0.1983 18.75
HMN025 PCC -0.0615 18.95
HMN026 PCC 0.2086 18.14
HMN027 PCC 0.1785 18.98
HMN028 PCC 0.0624 17.88
HMN029 PCC 0.448 19.71
HMN030 PCC 0.7449 15.93
HMN031 PCC 0.4987 15.76
HMN032 PCC 0.3596 18.29
HMN033 PCC 0.1958 11.24
HMN035 PCC 0.1606 17.76
HMN037 PCC -0.1648 17.41
HMN038 PCC 0.0269 17.81
HMN039 PCC 0.1504 17.12
HMN040 PCC 0.0172 13.02
HMN041 PCC 0.3172 16.83
HMN042 PCC -0.1383 16.69
HMN043 PCC 0.1756 16.48
HMN045 PCC -0.0019 19.46
HMN048 PCC -0.2746 15.86
HMN049 PCC 0.4347 16.76
HMN050_2 PCC 0.2907 19.05
HMN052 PCC 0.5956 18.76
HMN053 PCC 0.2126 11.88
HMN055 PCC 0.1744 15.69
HMN056 PCC 0.2622 19.95
HMN057 PCC 0.1275 17.45
HMN058 PCC 0.2205 18.6
HMN060 PCC 0.5827 19.33
HMN062 PCC 0.1137 14.67
HMN065 PCC 0.4876 18.21
HMN068 PCC 0.3468 18.71
HMN069 PCC 0.469 18.45
HMN072 PCC 0.0583 14.88
HMN073 PCC 0.4954 14.95
HMN074 PCC 0.3899 18.67
HMN075 PCC 0.2284 18.88
HMN077 PCC 0.3827 17.52
HMN079 PCC -0.0286 15.54
HMN080_W2 PCC 0.2087 15.1
HMN081 PCC 0.1223 13.5
HMN082 PCC 0.2766 9.8
HMN083_W2 PCC 0.2105 15.07
HMN085 PCC 0.0012 13.6
HMN086 PCC 0.3874 16.05
HMN087 PCC 0.1878 19
HMN088 PCC 0.1464 14.07
HMN090 PCC -0.0658 19.29
HMN092 PCC 0.1531 12.86
HMN095 PCC 0.0958 16.85
HMN096 PCC 0.1175 17.69
HMN099 PCC 0.0825 17.05
HMN101 PCC 0.1378 14.64
HMN102 PCC 0.0578 12.37
HMN103 PCC 0.4095 15.93
HMN104 PCC 0.2745 18.43
HMN105 PCC 0.34 16.71
HMN108 PCC 0.1459 18.05
HMN109 PCC 0.2221 13.95
HMN110 PCC -0.1604 15.67
HMN111 PCC -0.2412 13.93
HMN113 PCC 0.3485 18.98
HMN114 PCC -0.0181 18.68
HMN115 PCC 0.3703 17.33
HMN116 PCC 0.0873 15.93
HMN117 PCC 0.0756 18.86
HMN118 PCC 0.3418 14.6
HMN119 PCC -0.0973 15.48
HMN120 PCC 0.1686 14.95
HMN121 PCC 0.171 17.86
HMN122 PCC 0.1305 19
HMN123 PCC 0.2445 16.32
HMN124 PCC 0.0176 18
HMN125_W2 PCC -0.1663 18.26
HMN126 PCC 0.2277 12.98
HMN127 PCC 0.0514 16.74
HMN129_W2 PCC 0.0558 14.29
HMN130 PCC 0.3269 14.8
HMN134 PCC 0.2287 13.07
HMN136 PCC 0.1886 16.07
HMN138 PCC 0.1186 17.39
HMN140 PCC 0.1608 14.1
HMN143 PCC 0.2654 18.68
HMN144 PCC -0.1106 16.24
HMN161_W2 PCC 0.5308 16.14
HMN167 PCC 0.7602 16.12
HMN169 PCC 0.2517 16.55
HMN172 PCC -0.0285 16.24
HMN174 PCC 0.2417 18
HMN175 PCC 0.5089 19.79
HMN178 PCC 0.2205 16.95
HMN180 PCC -0.0134 16.86
HMN182 PCC -0.0613 17.95
HMN183 PCC 0.3692 18.6
HMN184 PCC 0.492 17.12
HMN186 PCC 0.0913 17.07
HMN187 PCC -0.1691 19.6
HMN188 PCC 0.9594 18.1
HMN189 PCC 0.1854 16.74
HMN190 PCC 0.0906 17.33
HMN191 PCC 0.1188 17.98
HMN193 PCC -0.1006 11.4
HMN194 PCC 0.1788 18.93
HMN196 PCC 0.3097 19.31
HMN197 PCC 0.1102 18
HMN199 PCC 0.4963 15.26
HMN201 PCC 0.3433 17.21
HMN001 dmMPFC 0.4709 17.76
HMN002 dmMPFC 0.2676 17.05
HMN003 dmMPFC 0.3244 15.81
HMN004 dmMPFC -0.243 15.19
HMN005 dmMPFC 0.407 17.31
HMN006 dmMPFC 0.4083 19.9
HMN007 dmMPFC 0.2384 16.76
HMN008 dmMPFC -0.163 19.48
HMN011 dmMPFC 0.3828 16.88
HMN012 dmMPFC 0.223 19.29
HMN013 dmMPFC 0.3187 19.62
HMN014 dmMPFC 0.601 17.48
HMN018 dmMPFC 0.182 17.95
HMN019 dmMPFC 0.248 19.07
HMN020 dmMPFC 0.517 17.33
HMN021 dmMPFC -0.3133 18.19
HMN023 dmMPFC 0.3444 19.57
HMN024 dmMPFC 0.1685 18.75
HMN025 dmMPFC 0.0886 18.95
HMN026 dmMPFC 0.1696 18.14
HMN027 dmMPFC -0.0423 18.98
HMN028 dmMPFC -0.0503 17.88
HMN029 dmMPFC 0.172 19.71
HMN030 dmMPFC 0.0864 15.93
HMN031 dmMPFC 0.4033 15.76
HMN032 dmMPFC 0.4851 18.29
HMN033 dmMPFC -0.1366 11.24
HMN035 dmMPFC 0.5884 17.76
HMN037 dmMPFC 0.0225 17.41
HMN038 dmMPFC 0.1023 17.81
HMN039 dmMPFC 0.1459 17.12
HMN040 dmMPFC 0.185 13.02
HMN041 dmMPFC -0.0365 16.83
HMN042 dmMPFC 0.0628 16.69
HMN043 dmMPFC 0.132 16.48
HMN045 dmMPFC -0.0142 19.46
HMN048 dmMPFC 0.0053 15.86
HMN049 dmMPFC 0.2015 16.76
HMN050_2 dmMPFC 0.2289 19.05
HMN052 dmMPFC 0.4823 18.76
HMN053 dmMPFC 0.2013 11.88
HMN055 dmMPFC 0.1927 15.69
HMN056 dmMPFC -0.0515 19.95
HMN057 dmMPFC 0.4074 17.45
HMN058 dmMPFC 0.3194 18.6
HMN060 dmMPFC 0.3178 19.33
HMN062 dmMPFC 0.0185 14.67
HMN065 dmMPFC 0.6449 18.21
HMN068 dmMPFC 0.3261 18.71
HMN069 dmMPFC 0.1592 18.45
HMN072 dmMPFC 0.2654 14.88
HMN073 dmMPFC 0.4737 14.95
HMN074 dmMPFC 0.279 18.67
HMN075 dmMPFC 0.5321 18.88
HMN077 dmMPFC 0.1712 17.52
HMN079 dmMPFC -0.0124 15.54
HMN080_W2 dmMPFC 0.1162 15.1
HMN081 dmMPFC 0.0482 13.5
HMN082 dmMPFC 0.0321 9.8
HMN083_W2 dmMPFC 0.0602 15.07
HMN085 dmMPFC 0.1775 13.6
HMN086 dmMPFC 0.0876 16.05
HMN087 dmMPFC 0.0453 19
HMN088 dmMPFC 0.0097 14.07
HMN090 dmMPFC 0.0458 19.29
HMN092 dmMPFC 0.0883 12.86
HMN095 dmMPFC -0.1861 16.85
HMN096 dmMPFC 0.2074 17.69
HMN099 dmMPFC -0.0496 17.05
HMN101 dmMPFC 0.2269 14.64
HMN102 dmMPFC 0.6262 12.37
HMN103 dmMPFC 0.0033 15.93
HMN104 dmMPFC 0.1758 18.43
HMN105 dmMPFC 0.2005 16.71
HMN108 dmMPFC 0.2598 18.05
HMN109 dmMPFC 0.0825 13.95
HMN110 dmMPFC 0.1238 15.67
HMN111 dmMPFC -0.1844 13.93
HMN113 dmMPFC 0.1703 18.98
HMN114 dmMPFC -0.0773 18.68
HMN115 dmMPFC 0.1959 17.33
HMN116 dmMPFC 0.2802 15.93
HMN117 dmMPFC -0.1322 18.86
HMN118 dmMPFC 0.1473 14.6
HMN119 dmMPFC -0.0622 15.48
HMN120 dmMPFC 0.1878 14.95
HMN121 dmMPFC 0.1424 17.86
HMN122 dmMPFC 0.0231 19
HMN123 dmMPFC -0.1975 16.32
HMN124 dmMPFC 0.2799 18
HMN125_W2 dmMPFC -0.3123 18.26
HMN126 dmMPFC 0.2503 12.98
HMN127 dmMPFC 0.145 16.74
HMN129_W2 dmMPFC -0.0134 14.29
HMN130 dmMPFC 0.2888 14.8
HMN134 dmMPFC 0.3565 13.07
HMN136 dmMPFC -0.0245 16.07
HMN138 dmMPFC 0.3909 17.39
HMN140 dmMPFC 0.184 14.1
HMN143 dmMPFC 0.3799 18.68
HMN144 dmMPFC 0.1192 16.24
HMN161_W2 dmMPFC 0.4478 16.14
HMN167 dmMPFC 0.3242 16.12
HMN169 dmMPFC 0.1797 16.55
HMN172 dmMPFC 0.1123 16.24
HMN174 dmMPFC 0.0912 18
HMN175 dmMPFC 0.5451 19.79
HMN178 dmMPFC -0.0042 16.95
HMN180 dmMPFC 0.1525 16.86
HMN182 dmMPFC 0.0022 17.95
HMN183 dmMPFC 0.21 18.6
HMN184 dmMPFC 0.2796 17.12
HMN186 dmMPFC 0.0548 17.07
HMN187 dmMPFC -0.1454 19.6
HMN188 dmMPFC 0.7675 18.1
HMN189 dmMPFC 0.2974 16.74
HMN190 dmMPFC 0.2054 17.33
HMN191 dmMPFC 0.0683 17.98
HMN193 dmMPFC -0.1491 11.4
HMN194 dmMPFC 0.3627 18.93
HMN196 dmMPFC 0.3462 19.31
HMN197 dmMPFC 0.086 18
HMN199 dmMPFC 0.3243 15.26
HMN201 dmMPFC 0.4096 17.21
HMN001 LTPJ 0.3531 17.76
HMN002 LTPJ 0.1237 17.05
HMN003 LTPJ 0.41 15.81
HMN004 LTPJ 0.005 15.19
HMN005 LTPJ 0.7001 17.31
HMN006 LTPJ 0.6959 19.9
HMN007 LTPJ 0.0315 16.76
HMN008 LTPJ 0.2756 19.48
HMN011 LTPJ 0.3135 16.88
HMN012 LTPJ 0.0783 19.29
HMN013 LTPJ 0.4836 19.62
HMN014 LTPJ 0.3601 17.48
HMN018 LTPJ 0.2237 17.95
HMN019 LTPJ 0.29 19.07
HMN020 LTPJ 0.6221 17.33
HMN021 LTPJ 0.6223 18.19
HMN023 LTPJ 0.5355 19.57
HMN024 LTPJ 0.5208 18.75
HMN025 LTPJ 0.2038 18.95
HMN026 LTPJ 0.3732 18.14
HMN027 LTPJ 0.2277 18.98
HMN028 LTPJ 0.5312 17.88
HMN029 LTPJ 0.2429 19.71
HMN030 LTPJ 0.4846 15.93
HMN031 LTPJ 0.1061 15.76
HMN032 LTPJ 0.4691 18.29
HMN033 LTPJ 0.7888 11.24
HMN035 LTPJ 0.4218 17.76
HMN037 LTPJ 0.4854 17.41
HMN038 LTPJ 0.6771 17.81
HMN039 LTPJ 0.5781 17.12
HMN040 LTPJ 0.2129 13.02
HMN041 LTPJ 0.3231 16.83
HMN042 LTPJ 0.5175 16.69
HMN043 LTPJ 0.1726 16.48
HMN045 LTPJ 0.0772 19.46
HMN048 LTPJ 0.0834 15.86
HMN049 LTPJ 0.2545 16.76
HMN050_2 LTPJ 0.48 19.05
HMN052 LTPJ 0.5057 18.76
HMN053 LTPJ 0.324 11.88
HMN055 LTPJ 0.2171 15.69
HMN056 LTPJ 0.0924 19.95
HMN057 LTPJ 0.3037 17.45
HMN058 LTPJ 0.4803 18.6
HMN060 LTPJ 0.4768 19.33
HMN062 LTPJ 0.1354 14.67
HMN065 LTPJ 0.472 18.21
HMN068 LTPJ 0.2617 18.71
HMN069 LTPJ 0.3776 18.45
HMN072 LTPJ 0.1942 14.88
HMN073 LTPJ 0.321 14.95
HMN074 LTPJ 0.404 18.67
HMN075 LTPJ 0.3334 18.88
HMN077 LTPJ 0.4979 17.52
HMN079 LTPJ 0.3769 15.54
HMN080_W2 LTPJ 0.448 15.1
HMN081 LTPJ 0.3733 13.5
HMN082 LTPJ 0.1881 9.8
HMN083_W2 LTPJ 0.0156 15.07
HMN085 LTPJ 0.0568 13.6
HMN086 LTPJ 0.4824 16.05
HMN087 LTPJ 0.2339 19
HMN088 LTPJ 0.2265 14.07
HMN090 LTPJ 0.6403 19.29
HMN092 LTPJ 0.2416 12.86
HMN095 LTPJ -0.176 16.85
HMN096 LTPJ 0.2059 17.69
HMN099 LTPJ -0.0694 17.05
HMN101 LTPJ 0.4305 14.64
HMN102 LTPJ 0.1041 12.37
HMN103 LTPJ 0.3495 15.93
HMN104 LTPJ 0.3328 18.43
HMN105 LTPJ 0.4256 16.71
HMN108 LTPJ 0.1891 18.05
HMN109 LTPJ 0.2492 13.95
HMN110 LTPJ -0.1154 15.67
HMN111 LTPJ 0.1812 13.93
HMN113 LTPJ 0.6403 18.98
HMN114 LTPJ 0.0718 18.68
HMN115 LTPJ 0.3752 17.33
HMN116 LTPJ 0.1506 15.93
HMN117 LTPJ 0.4327 18.86
HMN118 LTPJ 0.3012 14.6
HMN119 LTPJ 0.2777 15.48
HMN120 LTPJ 0.5786 14.95
HMN121 LTPJ 0.1668 17.86
HMN122 LTPJ 0.406 19
HMN123 LTPJ 0.8768 16.32
HMN124 LTPJ 0.4195 18
HMN125_W2 LTPJ 0.6553 18.26
HMN126 LTPJ 0.1078 12.98
HMN127 LTPJ 0.5164 16.74
HMN129_W2 LTPJ 0.3017 14.29
HMN130 LTPJ 0.2929 14.8
HMN134 LTPJ 0.2244 13.07
HMN136 LTPJ 0.5023 16.07
HMN138 LTPJ 0.079 17.39
HMN140 LTPJ 0.3553 14.1
HMN143 LTPJ 0.3661 18.68
HMN144 LTPJ 0.3373 16.24
HMN161_W2 LTPJ 0.5172 16.14
HMN167 LTPJ 0.5878 16.12
HMN169 LTPJ 0.4066 16.55
HMN172 LTPJ 0.1483 16.24
HMN174 LTPJ 0.3369 18
HMN175 LTPJ 0.4398 19.79
HMN178 LTPJ 0.0191 16.95
HMN180 LTPJ 0.5818 16.86
HMN182 LTPJ 0.3833 17.95
HMN183 LTPJ 0.3116 18.6
HMN184 LTPJ 0.3757 17.12
HMN186 LTPJ 0.0588 17.07
HMN187 LTPJ 0.4015 19.6
HMN188 LTPJ 0.1124 18.1
HMN189 LTPJ 0.5419 16.74
HMN190 LTPJ 0.1581 17.33
HMN191 LTPJ 0.3204 17.98
HMN193 LTPJ 0.3684 11.4
HMN194 LTPJ 0.2487 18.93
HMN196 LTPJ 0.6045 19.31
HMN197 LTPJ 0.4926 18
HMN199 LTPJ 0.0923 15.26
HMN201 LTPJ 0.3081 17.21
HMN001 LvBG 0.0243 17.76
HMN002 LvBG 0.0258 17.05
HMN003 LvBG 0.0849 15.81
HMN004 LvBG 0.0458 15.19
HMN005 LvBG 0.0224 17.31
HMN006 LvBG 0.0896 19.9
HMN007 LvBG -0.0332 16.76
HMN008 LvBG -0.141 19.48
HMN011 LvBG 0.0597 16.88
HMN012 LvBG 0.1767 19.29
HMN013 LvBG 0.1214 19.62
HMN014 LvBG 0.0651 17.48
HMN018 LvBG 0.1913 17.95
HMN019 LvBG 0.0809 19.07
HMN020 LvBG 0.0995 17.33
HMN021 LvBG -0.246 18.19
HMN023 LvBG 0.0425 19.57
HMN024 LvBG -0.0624 18.75
HMN025 LvBG 0.2046 18.95
HMN026 LvBG 0.0465 18.14
HMN027 LvBG 0.0774 18.98
HMN028 LvBG 7e-04 17.88
HMN029 LvBG -0.0061 19.71
HMN030 LvBG 0.2108 15.93
HMN031 LvBG 0.1852 15.76
HMN032 LvBG 0.1694 18.29
HMN033 LvBG 0.2101 11.24
HMN035 LvBG 0.3123 17.76
HMN037 LvBG 0.1158 17.41
HMN038 LvBG -0.0509 17.81
HMN039 LvBG 0.0279 17.12
HMN040 LvBG 0.0164 13.02
HMN041 LvBG -0.0843 16.83
HMN042 LvBG 0.1456 16.69
HMN043 LvBG -0.0664 16.48
HMN045 LvBG 0.0231 19.46
HMN048 LvBG -0.0475 15.86
HMN049 LvBG -0.0405 16.76
HMN050_2 LvBG 0.2251 19.05
HMN052 LvBG 0.0282 18.76
HMN053 LvBG 0.0624 11.88
HMN055 LvBG 0.274 15.69
HMN056 LvBG -0.0206 19.95
HMN057 LvBG -0.162 17.45
HMN058 LvBG 0.07 18.6
HMN060 LvBG 0.0884 19.33
HMN062 LvBG 0.1393 14.67
HMN065 LvBG 0.286 18.21
HMN068 LvBG 0.1789 18.71
HMN069 LvBG 0.2229 18.45
HMN072 LvBG 0.0802 14.88
HMN073 LvBG 0.106 14.95
HMN074 LvBG 0.0648 18.67
HMN075 LvBG 0.4542 18.88
HMN077 LvBG 0.3315 17.52
HMN079 LvBG 0.0301 15.54
HMN080_W2 LvBG 0.2203 15.1
HMN081 LvBG 0.1365 13.5
HMN082 LvBG 0.0462 9.8
HMN083_W2 LvBG -0.1511 15.07
HMN085 LvBG 0.028 13.6
HMN086 LvBG 0.24 16.05
HMN087 LvBG 0.1967 19
HMN088 LvBG -0.0214 14.07
HMN090 LvBG -0.0058 19.29
HMN092 LvBG -0.0384 12.86
HMN095 LvBG 0.1333 16.85
HMN096 LvBG -0.0633 17.69
HMN099 LvBG -0.0321 17.05
HMN101 LvBG 0.0115 14.64
HMN102 LvBG 0.3773 12.37
HMN103 LvBG 0.024 15.93
HMN104 LvBG 0.1215 18.43
HMN105 LvBG 0.0379 16.71
HMN108 LvBG 0.0899 18.05
HMN109 LvBG 0.1486 13.95
HMN110 LvBG -0.1471 15.67
HMN111 LvBG -0.145 13.93
HMN113 LvBG 0.0611 18.98
HMN114 LvBG 0.0652 18.68
HMN115 LvBG 0.2608 17.33
HMN116 LvBG 0.01 15.93
HMN117 LvBG 0.1025 18.86
HMN118 LvBG 0.1898 14.6
HMN119 LvBG 0.1185 15.48
HMN120 LvBG 0.1056 14.95
HMN121 LvBG 0.167 17.86
HMN122 LvBG -0.1268 19
HMN123 LvBG -0.0736 16.32
HMN124 LvBG -0.025 18
HMN125_W2 LvBG 0.0155 18.26
HMN126 LvBG 0.1361 12.98
HMN127 LvBG 0.0551 16.74
HMN129_W2 LvBG -0.0606 14.29
HMN130 LvBG 0.1309 14.8
HMN134 LvBG 0.0987 13.07
HMN136 LvBG -3e-04 16.07
HMN138 LvBG 0.2794 17.39
HMN140 LvBG 0.177 14.1
HMN143 LvBG 0.1075 18.68
HMN144 LvBG 0.0828 16.24
HMN161_W2 LvBG 0.3029 16.14
HMN167 LvBG 0.1007 16.12
HMN169 LvBG 0.0608 16.55
HMN172 LvBG 0.1933 16.24
HMN174 LvBG 0.0689 18
HMN175 LvBG 0.2264 19.79
HMN178 LvBG -0.0151 16.95
HMN180 LvBG 0.1847 16.86
HMN182 LvBG 0.1489 17.95
HMN183 LvBG 0.1201 18.6
HMN184 LvBG 0.0051 17.12
HMN186 LvBG 0.1264 17.07
HMN187 LvBG -0.0056 19.6
HMN188 LvBG 0.1865 18.1
HMN189 LvBG 0.3022 16.74
HMN190 LvBG 0.0747 17.33
HMN191 LvBG -0.1061 17.98
HMN193 LvBG -0.1085 11.4
HMN194 LvBG -0.1045 18.93
HMN196 LvBG 0.2473 19.31
HMN197 LvBG 0.1464 18
HMN199 LvBG -0.0158 15.26
HMN201 LvBG 0.1774 17.21
HMN001 RvBG -8e-04 17.76
HMN002 RvBG 0.0188 17.05
HMN003 RvBG 0.136 15.81
HMN004 RvBG 0.0683 15.19
HMN005 RvBG 0.1357 17.31
HMN006 RvBG 0.1146 19.9
HMN007 RvBG -0.0439 16.76
HMN008 RvBG -0.0142 19.48
HMN011 RvBG 0.0354 16.88
HMN012 RvBG 0.0619 19.29
HMN013 RvBG 0.2516 19.62
HMN014 RvBG 0.0348 17.48
HMN018 RvBG 0.2141 17.95
HMN019 RvBG 0.1426 19.07
HMN020 RvBG 0.2022 17.33
HMN021 RvBG -0.3021 18.19
HMN023 RvBG 0.1619 19.57
HMN024 RvBG -0.0813 18.75
HMN025 RvBG 0.1062 18.95
HMN026 RvBG 0.005 18.14
HMN027 RvBG 0.0158 18.98
HMN028 RvBG 0.1665 17.88
HMN029 RvBG 0.1591 19.71
HMN030 RvBG 0.131 15.93
HMN031 RvBG 0.2255 15.76
HMN032 RvBG 0.2107 18.29
HMN033 RvBG 0.344 11.24
HMN035 RvBG 0.2634 17.76
HMN037 RvBG 0.1575 17.41
HMN038 RvBG 0.0841 17.81
HMN039 RvBG -0.0167 17.12
HMN040 RvBG 0.0342 13.02
HMN041 RvBG -0.0598 16.83
HMN042 RvBG 0.1981 16.69
HMN043 RvBG 0.1832 16.48
HMN045 RvBG 0.1121 19.46
HMN048 RvBG -0.1469 15.86
HMN049 RvBG 0.0239 16.76
HMN050_2 RvBG 0.1941 19.05
HMN052 RvBG 0.1258 18.76
HMN053 RvBG 0.0546 11.88
HMN055 RvBG 0.1792 15.69
HMN056 RvBG 0.1292 19.95
HMN057 RvBG 0.0798 17.45
HMN058 RvBG 0.1035 18.6
HMN060 RvBG 0.1714 19.33
HMN062 RvBG 0.1166 14.67
HMN065 RvBG 0.2839 18.21
HMN068 RvBG -0.0436 18.71
HMN069 RvBG 0.291 18.45
HMN072 RvBG 0.0389 14.88
HMN073 RvBG 0.0928 14.95
HMN074 RvBG 0.205 18.67
HMN075 RvBG 0.3568 18.88
HMN077 RvBG 0.2921 17.52
HMN079 RvBG -0.0204 15.54
HMN080_W2 RvBG 0.1253 15.1
HMN081 RvBG 0.1486 13.5
HMN082 RvBG 0.1122 9.8
HMN083_W2 RvBG -0.0895 15.07
HMN085 RvBG -0.0939 13.6
HMN086 RvBG 0.2931 16.05
HMN087 RvBG 0.1764 19
HMN088 RvBG 0.0207 14.07
HMN090 RvBG -0.0421 19.29
HMN092 RvBG 0 12.86
HMN095 RvBG 0.1967 16.85
HMN096 RvBG 0.0406 17.69
HMN099 RvBG 0.0875 17.05
HMN101 RvBG 0.0661 14.64
HMN102 RvBG 0.4083 12.37
HMN103 RvBG 0.0334 15.93
HMN104 RvBG 0.1022 18.43
HMN105 RvBG 0.0681 16.71
HMN108 RvBG 0.195 18.05
HMN109 RvBG 0.1574 13.95
HMN110 RvBG 0.0738 15.67
HMN111 RvBG -0.1138 13.93
HMN113 RvBG 0.1639 18.98
HMN114 RvBG 0.0371 18.68
HMN115 RvBG 0.2277 17.33
HMN116 RvBG 0.0291 15.93
HMN117 RvBG 0.0601 18.86
HMN118 RvBG 0.2122 14.6
HMN119 RvBG 0.2047 15.48
HMN120 RvBG 0.2436 14.95
HMN121 RvBG 0.2276 17.86
HMN122 RvBG -0.0574 19
HMN123 RvBG 0.1105 16.32
HMN124 RvBG 0.0523 18
HMN125_W2 RvBG 0.0463 18.26
HMN126 RvBG 0.2154 12.98
HMN127 RvBG 0.0077 16.74
HMN129_W2 RvBG -0.0292 14.29
HMN130 RvBG 0.1196 14.8
HMN134 RvBG 0.1405 13.07
HMN136 RvBG 0.1234 16.07
HMN138 RvBG 0.1952 17.39
HMN140 RvBG 0.1341 14.1
HMN143 RvBG 0.098 18.68
HMN144 RvBG -0.0845 16.24
HMN161_W2 RvBG 0.304 16.14
HMN167 RvBG 0.2131 16.12
HMN169 RvBG 0.0413 16.55
HMN172 RvBG 0.2237 16.24
HMN174 RvBG 0.1494 18
HMN175 RvBG 0.1914 19.79
HMN178 RvBG 0.1118 16.95
HMN180 RvBG 0.2139 16.86
HMN182 RvBG 0.1933 17.95
HMN183 RvBG 0.0531 18.6
HMN184 RvBG 0.0214 17.12
HMN186 RvBG 0.1134 17.07
HMN187 RvBG 0.1431 19.6
HMN188 RvBG 0.1557 18.1
HMN189 RvBG 0.3401 16.74
HMN190 RvBG 0.1799 17.33
HMN191 RvBG -0.0908 17.98
HMN193 RvBG -0.0295 11.4
HMN194 RvBG -0.0572 18.93
HMN196 RvBG 0.1718 19.31
HMN197 RvBG 0.0988 18
HMN199 RvBG 0.0614 15.26
HMN201 RvBG 0.2378 17.21
HMN001 LaMTS/aMTG 0.1792 17.76
HMN002 LaMTS/aMTG 0.5782 17.05
HMN003 LaMTS/aMTG 0.3614 15.81
HMN004 LaMTS/aMTG -0.1137 15.19
HMN005 LaMTS/aMTG 0.1513 17.31
HMN006 LaMTS/aMTG 0.5449 19.9
HMN007 LaMTS/aMTG 0.3226 16.76
HMN008 LaMTS/aMTG 0.0677 19.48
HMN011 LaMTS/aMTG 0.389 16.88
HMN012 LaMTS/aMTG 0.237 19.29
HMN013 LaMTS/aMTG 0.3044 19.62
HMN014 LaMTS/aMTG 0.297 17.48
HMN018 LaMTS/aMTG 0.1215 17.95
HMN019 LaMTS/aMTG 0.3196 19.07
HMN020 LaMTS/aMTG 0.2331 17.33
HMN021 LaMTS/aMTG -0.0679 18.19
HMN023 LaMTS/aMTG 0.299 19.57
HMN024 LaMTS/aMTG 0.0855 18.75
HMN025 LaMTS/aMTG 0.2216 18.95
HMN026 LaMTS/aMTG 0.2929 18.14
HMN027 LaMTS/aMTG 0.0072 18.98
HMN028 LaMTS/aMTG 0.3562 17.88
HMN029 LaMTS/aMTG 0.3984 19.71
HMN030 LaMTS/aMTG 0.4326 15.93
HMN031 LaMTS/aMTG 0.3024 15.76
HMN032 LaMTS/aMTG 0.209 18.29
HMN033 LaMTS/aMTG 0.1387 11.24
HMN035 LaMTS/aMTG 0.3436 17.76
HMN037 LaMTS/aMTG -0.088 17.41
HMN038 LaMTS/aMTG 0.4374 17.81
HMN039 LaMTS/aMTG -0.0857 17.12
HMN040 LaMTS/aMTG -0.193 13.02
HMN041 LaMTS/aMTG 0.2346 16.83
HMN042 LaMTS/aMTG 0.1155 16.69
HMN043 LaMTS/aMTG 0.2426 16.48
HMN045 LaMTS/aMTG 0.1976 19.46
HMN048 LaMTS/aMTG 0.1323 15.86
HMN049 LaMTS/aMTG 0.527 16.76
HMN050_2 LaMTS/aMTG 0.5968 19.05
